Age,Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Previous Contact Days
37,admin.,married,university.degree,no,unknown,no,Cell,1,4
23,blue-collar,single,high.school,no,unknown,no,Cell,1,999
31,admin.,married,high.school,no,unknown,yes,Telephone,2,999
56,blue-collar,married,basic.4y,no,no,no,Telephone,2,999
55,unemployed,married,basic.4y,no,unknown,yes,Telephone,2,999
38,entrepreneur,married,university.degree,no,no,no,Telephone,1,999
45,blue-collar,married,basic.6y,no,no,unknown,Telephone,6,999
47,blue-collar,married,basic.9y,no,unknown,no,Cell,1,999
26,admin.,married,university.degree,no,yes,no,Cell,2,999
53,services,divorced,basic.4y,no,yes,no,Cell,1,999
42,services,married,basic.6y,no,no,no,Cell,2,999
53,blue-collar,married,basic.9y,no,unknown,no,Telephone,1,999
45,admin.,divorced,university.degree,no,unknown,no,Telephone,1,999
54,blue-collar,divorced,basic.4y,no,no,yes,Telephone,1,999
41,blue-collar,married,basic.4y,no,unknown,no,Telephone,2,999
39,blue-collar,single,basic.9y,no,unknown,no,Cell,2,999
48,admin.,divorced,university.degree,no,unknown,no,Cell,1,999
28,technician,married,basic.9y,no,unknown,no,Cell,4,999
34,admin.,single,university.degree,no,no,no,Cell,6,999
41,admin.,divorced,high.school,no,unknown,yes,Telephone,1,999
39,admin.,single,high.school,no,yes,no,Cell,1,999
54,management,married,university.degree,no,unknown,yes,Cell,3,999
41,blue-collar,married,basic.6y,no,unknown,unknown,Telephone,4,999
29,services,married,university.degree,no,no,yes,Cell,2,999
43,entrepreneur,married,basic.4y,no,unknown,unknown,Telephone,3,999
50,services,married,professional.course,no,no,yes,Telephone,3,999
60,services,married,high.school,no,yes,no,Telephone,1,999
44,blue-collar,married,basic.9y,no,no,no,Cell,2,999
42,blue-collar,married,basic.4y,no,no,no,Cell,4,999
33,entrepreneur,married,university.degree,no,yes,no,Cell,2,999
45,services,married,professional.course,no,no,no,Cell,3,999
38,admin.,divorced,university.degree,no,unknown,no,Cell,1,999
30,technician,single,university.degree,no,unknown,unknown,Cell,3,999
33,services,married,high.school,no,unknown,no,Cell,1,999
29,admin.,single,university.degree,no,yes,no,Cell,2,999
37,management,married,university.degree,no,unknown,no,Cell,1,999
45,services,married,high.school,no,unknown,no,Cell,1,999
45,blue-collar,married,professional.course,no,unknown,no,Cell,1,999
34,admin.,married,basic.9y,no,unknown,no,Telephone,1,999
49,blue-collar,married,basic.9y,no,no,no,Cell,1,6
29,blue-collar,married,basic.4y,no,unknown,yes,Telephone,4,999
38,technician,single,university.degree,no,unknown,no,Cell,2,999
30,management,single,university.degree,no,unknown,no,Cell,2,999
43,technician,married,high.school,no,unknown,no,Cell,1,999
55,technician,married,professional.course,no,unknown,unknown,Cell,4,999
30,blue-collar,divorced,basic.9y,no,unknown,no,Telephone,2,999
45,technician,single,university.degree,no,unknown,unknown,Cell,2,999
55,self-employed,married,professional.course,no,no,no,Telephone,2,999
38,technician,married,professional.course,no,unknown,no,Cell,1,999
31,technician,married,professional.course,no,unknown,no,Cell,1,999
43,admin.,divorced,university.degree,no,unknown,no,Cell,2,999
29,admin.,single,basic.9y,no,unknown,yes,Cell,1,999
52,entrepreneur,married,university.degree,no,yes,no,Cell,3,999
44,technician,married,basic.9y,no,unknown,no,Telephone,2,999
24,technician,single,university.degree,no,unknown,unknown,Cell,3,999
33,admin.,divorced,university.degree,no,unknown,no,Cell,2,999
45,blue-collar,divorced,basic.9y,no,unknown,no,Cell,2,999
69,entrepreneur,married,high.school,no,unknown,no,Cell,2,999
47,technician,married,professional.course,no,unknown,no,Telephone,4,999
34,admin.,married,high.school,no,no,no,Cell,4,999
51,blue-collar,divorced,basic.4y,no,no,no,Telephone,2,999
50,blue-collar,married,basic.4y,no,yes,no,Cell,2,999
35,blue-collar,married,high.school,no,unknown,unknown,Cell,1,999
43,self-employed,married,university.degree,no,yes,no,Cell,2,9
39,blue-collar,married,university.degree,no,unknown,no,Cell,1,999
52,blue-collar,married,basic.4y,no,unknown,no,Cell,2,999
47,admin.,married,university.degree,no,no,no,Cell,6,999
39,admin.,married,university.degree,no,yes,no,Cell,1,999
31,admin.,single,high.school,no,unknown,yes,Cell,1,999
30,admin.,divorced,university.degree,no,unknown,no,Telephone,1,999
26,student,single,basic.9y,no,unknown,no,Cell,1,999
27,admin.,married,professional.course,no,unknown,no,Cell,3,999
45,management,married,university.degree,no,unknown,no,Telephone,2,999
36,technician,single,university.degree,no,unknown,no,Telephone,3,999
42,admin.,single,high.school,no,no,no,Cell,1,14
31,services,single,high.school,no,unknown,no,Telephone,2,999
40,services,married,high.school,no,unknown,no,Cell,2,999
42,blue-collar,married,basic.9y,no,unknown,no,Telephone,1,999
48,blue-collar,married,basic.4y,no,unknown,yes,Cell,5,999
58,admin.,single,university.degree,no,unknown,no,Telephone,2,999
51,services,married,basic.9y,no,unknown,no,Cell,1,999
47,technician,married,high.school,no,unknown,no,Cell,5,999
30,student,single,university.degree,no,no,no,Cell,3,999
38,services,married,basic.9y,no,unknown,no,Telephone,1,999
35,blue-collar,married,basic.4y,no,unknown,no,Telephone,2,999
48,entrepreneur,married,university.degree,no,yes,no,Cell,1,999
41,admin.,married,university.degree,no,unknown,no,Cell,1,999
32,blue-collar,married,basic.9y,no,no,no,Cell,1,5
30,technician,married,professional.course,no,unknown,no,Telephone,1,999
48,blue-collar,married,basic.4y,no,no,no,Cell,1,12
26,admin.,single,high.school,no,unknown,no,Cell,2,999
38,blue-collar,married,high.school,no,unknown,yes,Cell,4,999
31,self-employed,single,high.school,no,unknown,no,Cell,2,999
56,retired,divorced,basic.4y,no,unknown,yes,Telephone,6,999
32,admin.,single,university.degree,no,unknown,unknown,Telephone,1,999
29,admin.,married,university.degree,no,yes,yes,Cell,1,999
37,blue-collar,married,high.school,no,unknown,yes,Cell,1,999
38,technician,divorced,professional.course,no,unknown,no,Cell,4,999
54,technician,married,basic.9y,no,no,no,Telephone,9,999
35,technician,single,high.school,no,unknown,no,Telephone,1,999
37,technician,single,professional.course,no,unknown,no,Cell,2,999
40,admin.,single,university.degree,no,no,no,Cell,4,999
19,student,single,university.degree,no,yes,unknown,Cell,2,999
42,blue-collar,married,basic.6y,no,unknown,no,Cell,1,999
43,admin.,married,university.degree,no,yes,no,Cell,34,999
28,admin.,single,high.school,no,unknown,no,Telephone,2,999
42,admin.,married,university.degree,no,unknown,yes,Cell,1,999
58,admin.,married,high.school,no,unknown,no,Cell,1,999
44,management,divorced,university.degree,no,yes,unknown,Telephone,3,999
26,student,single,high.school,no,no,yes,Cell,1,999
50,blue-collar,married,basic.4y,no,unknown,no,Telephone,2,999
42,services,married,high.school,no,yes,unknown,Cell,1,999
30,blue-collar,married,basic.4y,no,yes,no,Cell,2,999
33,admin.,single,university.degree,no,yes,no,Cell,4,999
32,admin.,divorced,university.degree,no,no,unknown,Cell,5,999
69,retired,married,basic.6y,no,unknown,no,Cell,1,999
34,blue-collar,married,basic.9y,no,unknown,unknown,Telephone,3,999
35,management,married,university.degree,no,no,no,Telephone,3,7
42,services,divorced,basic.6y,no,no,unknown,Telephone,2,999
33,management,married,high.school,no,no,yes,Cell,1,999
29,admin.,married,high.school,no,no,no,Cell,1,6
36,blue-collar,married,basic.9y,no,yes,no,Cell,3,999
30,blue-collar,married,professional.course,no,yes,no,Cell,6,999
44,blue-collar,married,professional.course,no,no,no,Telephone,1,999
52,admin.,divorced,high.school,no,unknown,yes,Cell,1,999
42,blue-collar,divorced,basic.9y,no,no,no,Cell,3,999
47,blue-collar,single,basic.4y,no,unknown,unknown,Cell,1,999
37,technician,married,high.school,no,unknown,no,Cell,2,999
39,management,single,university.degree,no,yes,no,Cell,2,999
58,retired,married,professional.course,no,no,no,Cell,3,999
48,retired,married,basic.9y,no,yes,no,Telephone,1,999
46,admin.,divorced,university.degree,no,no,no,Cell,4,999
33,services,married,high.school,no,unknown,no,Cell,1,999
60,retired,married,high.school,no,yes,no,Telephone,2,999
34,student,married,high.school,no,unknown,no,Cell,1,999
35,blue-collar,married,basic.9y,no,yes,no,Cell,1,999
40,services,married,basic.4y,no,no,no,Cell,10,999
46,services,married,basic.9y,no,unknown,no,Cell,1,999
25,technician,single,professional.course,no,unknown,no,Cell,5,999
29,admin.,married,basic.9y,no,unknown,no,Telephone,3,999
35,technician,divorced,university.degree,no,unknown,unknown,Cell,1,999
26,blue-collar,married,basic.9y,no,yes,no,Cell,1,999
50,admin.,married,high.school,no,unknown,no,Telephone,1,999
42,technician,single,basic.9y,no,no,no,Telephone,1,999
26,technician,divorced,university.degree,no,unknown,no,Cell,1,3
43,blue-collar,single,high.school,no,yes,no,Cell,3,999
63,retired,married,basic.4y,no,unknown,no,Cell,1,3
52,management,divorced,university.degree,no,unknown,no,Cell,4,999
54,blue-collar,divorced,basic.4y,no,unknown,yes,Cell,1,999
76,retired,married,basic.4y,no,unknown,no,Cell,2,999
58,housemaid,married,basic.4y,no,unknown,no,Cell,5,999
58,blue-collar,married,basic.6y,no,yes,no,Telephone,6,999
42,technician,married,high.school,no,yes,unknown,Telephone,1,999
34,admin.,married,basic.9y,no,unknown,no,Cell,2,999
32,admin.,single,university.degree,no,unknown,no,Cell,3,999
36,services,married,high.school,no,unknown,no,Cell,4,999
40,management,single,university.degree,no,unknown,no,Cell,2,999
28,blue-collar,single,high.school,no,unknown,no,Cell,5,999
43,blue-collar,married,basic.9y,no,no,no,Telephone,1,999
27,blue-collar,divorced,basic.6y,no,yes,no,Telephone,1,999
22,admin.,married,university.degree,no,unknown,unknown,Telephone,2,999
38,technician,married,university.degree,no,unknown,yes,Cell,1,999
34,blue-collar,married,high.school,no,unknown,yes,Telephone,3,999
48,technician,married,basic.6y,no,unknown,no,Cell,2,999
41,blue-collar,divorced,basic.9y,no,yes,no,Cell,1,999
54,self-employed,married,high.school,no,yes,no,Cell,23,999
29,technician,married,professional.course,no,unknown,no,Cell,2,999
32,entrepreneur,divorced,university.degree,no,unknown,yes,Cell,1,999
35,housemaid,married,basic.4y,no,unknown,no,Telephone,3,999
35,services,single,high.school,no,unknown,no,Cell,1,999
45,management,divorced,university.degree,no,unknown,no,Cell,2,999
27,admin.,single,university.degree,no,no,no,Cell,1,999
30,technician,single,professional.course,no,no,unknown,Cell,1,999
42,admin.,married,university.degree,no,yes,no,Cell,2,999
50,housemaid,married,basic.4y,no,unknown,no,Cell,2,999
51,admin.,married,university.degree,no,yes,no,Cell,1,999
57,admin.,divorced,high.school,no,unknown,no,Telephone,1,999
51,blue-collar,married,basic.4y,no,yes,unknown,Telephone,4,999
48,blue-collar,married,basic.4y,no,unknown,no,Cell,1,999
36,admin.,single,high.school,no,yes,yes,Cell,1,999
36,blue-collar,single,high.school,no,unknown,yes,Telephone,1,999
55,management,married,university.degree,no,unknown,yes,Telephone,2,999
48,admin.,married,university.degree,no,no,no,Cell,1,999
49,technician,divorced,high.school,no,unknown,no,Cell,3,999
38,admin.,divorced,basic.9y,no,unknown,no,Telephone,2,999
38,technician,married,professional.course,no,unknown,yes,Cell,3,999
37,admin.,married,university.degree,no,unknown,no,Cell,1,999
37,admin.,married,university.degree,no,unknown,no,Cell,2,999
43,admin.,single,university.degree,no,yes,no,Cell,20,999
32,blue-collar,married,basic.9y,no,unknown,no,Cell,2,5
31,admin.,divorced,university.degree,no,unknown,no,Cell,1,999
33,services,married,basic.9y,no,unknown,no,Cell,3,999
34,services,married,high.school,no,no,no,Telephone,1,999
57,blue-collar,married,basic.4y,no,yes,no,Cell,4,999
36,admin.,married,university.degree,no,unknown,no,Cell,3,999
34,admin.,single,high.school,no,unknown,no,Cell,1,999
26,unemployed,married,high.school,no,unknown,no,Cell,2,999
59,retired,married,professional.course,no,unknown,no,Telephone,8,999
33,admin.,married,university.degree,no,unknown,yes,Cell,3,999
32,technician,married,university.degree,no,unknown,yes,Cell,2,999
35,admin.,married,high.school,no,unknown,unknown,Cell,2,999
44,self-employed,married,basic.9y,no,unknown,no,Cell,1,999
34,blue-collar,married,basic.9y,no,unknown,no,Cell,1,999
37,technician,single,university.degree,no,unknown,no,Cell,2,999
33,services,married,basic.6y,no,yes,no,Cell,4,999
33,blue-collar,married,basic.9y,no,yes,no,Cell,1,999
43,blue-collar,married,basic.4y,no,unknown,no,Cell,2,999
35,blue-collar,married,basic.9y,no,unknown,yes,Cell,3,999
47,services,divorced,high.school,no,yes,no,Cell,3,999
27,admin.,single,high.school,no,unknown,no,Cell,2,999
37,technician,married,university.degree,no,unknown,no,Cell,1,999
28,blue-collar,married,basic.9y,no,unknown,no,Cell,1,999
50,retired,married,basic.9y,no,unknown,no,Telephone,2,999
38,technician,married,professional.course,no,yes,yes,Telephone,2,999
52,technician,married,professional.course,no,unknown,unknown,Telephone,2,999
53,admin.,divorced,high.school,no,unknown,no,Cell,3,999
34,blue-collar,married,basic.6y,no,unknown,no,Telephone,2,999
35,admin.,single,university.degree,no,yes,no,Cell,2,999
47,management,married,basic.4y,no,yes,no,Telephone,2,999
39,blue-collar,married,basic.6y,no,unknown,no,Telephone,2,999
31,technician,married,university.degree,no,yes,no,Cell,3,999
28,student,single,high.school,no,yes,no,Cell,2,999
25,technician,single,professional.course,no,yes,no,Cell,1,999
41,management,single,university.degree,no,unknown,no,Telephone,2,999
38,technician,married,professional.course,no,unknown,no,Cell,1,999
51,entrepreneur,single,basic.9y,no,unknown,no,Cell,3,999
24,retired,married,professional.course,no,unknown,no,Cell,1,999
25,blue-collar,married,university.degree,no,no,no,Telephone,8,999
55,management,married,university.degree,no,yes,no,Cell,2,999
35,technician,married,university.degree,no,yes,no,Cell,4,999
52,blue-collar,married,basic.9y,no,unknown,no,Cell,1,999
54,management,married,university.degree,no,unknown,yes,Cell,1,999
48,housemaid,divorced,basic.9y,no,unknown,no,Cell,1,999
55,services,married,basic.9y,no,unknown,no,Cell,1,6
39,technician,divorced,university.degree,no,no,unknown,Telephone,1,999
46,blue-collar,married,basic.9y,no,no,no,Telephone,2,999
52,services,married,professional.course,no,yes,yes,Cell,3,999
39,housemaid,married,basic.4y,no,no,yes,Cell,2,999
34,admin.,married,university.degree,no,unknown,no,Telephone,4,999
38,technician,single,high.school,no,unknown,no,Telephone,1,999
34,technician,married,professional.course,no,unknown,no,Cell,1,999
26,admin.,divorced,high.school,no,unknown,no,Cell,3,999
47,blue-collar,married,university.degree,no,unknown,no,Telephone,1,999
48,admin.,single,university.degree,no,unknown,no,Cell,2,3
40,management,divorced,university.degree,no,yes,yes,Telephone,3,999
49,admin.,married,high.school,no,yes,no,Cell,8,999
36,admin.,divorced,university.degree,no,yes,no,Telephone,2,999
40,services,married,university.degree,no,unknown,no,Cell,2,999
29,services,single,high.school,no,unknown,yes,Cell,10,999
45,admin.,divorced,professional.course,no,unknown,yes,Cell,1,999
37,services,married,high.school,no,unknown,no,Telephone,3,999
44,admin.,married,university.degree,no,yes,no,Cell,4,999
29,admin.,single,high.school,no,unknown,yes,Telephone,10,999
25,technician,single,professional.course,no,unknown,no,Cell,4,999
60,admin.,married,high.school,no,no,no,Cell,1,2
45,admin.,divorced,university.degree,no,yes,no,Cell,3,999
38,admin.,married,university.degree,no,unknown,no,Cell,2,8
34,admin.,married,university.degree,no,unknown,no,Cell,2,999
56,self-employed,married,university.degree,no,no,no,Cell,2,999
31,technician,married,professional.course,no,yes,no,Cell,3,11
51,retired,married,university.degree,no,unknown,yes,Telephone,3,999
28,admin.,single,high.school,no,unknown,no,Telephone,16,999
48,technician,married,basic.6y,no,no,no,Cell,5,999
28,technician,single,university.degree,no,unknown,no,Cell,7,999
30,student,single,university.degree,no,unknown,yes,Cell,2,999
53,management,married,university.degree,no,unknown,unknown,Telephone,3,999
30,admin.,single,university.degree,no,unknown,unknown,Telephone,6,999
36,entrepreneur,married,university.degree,no,yes,unknown,Cell,13,999
60,retired,married,basic.4y,no,yes,no,Cell,2,999
37,admin.,single,high.school,no,no,no,Cell,6,999
33,technician,single,high.school,no,unknown,no,Cell,1,999
33,services,single,high.school,no,unknown,no,Telephone,1,999
52,technician,married,basic.4y,no,unknown,unknown,Telephone,1,999
46,admin.,married,high.school,no,no,no,Telephone,6,999
36,blue-collar,married,high.school,no,unknown,no,Telephone,1,999
40,technician,married,professional.course,no,unknown,no,Cell,1,999
50,blue-collar,married,basic.4y,no,unknown,no,Cell,2,999
32,blue-collar,married,university.degree,no,unknown,no,Cell,1,999
37,admin.,single,high.school,no,unknown,no,Cell,1,999
33,services,married,high.school,no,unknown,no,Cell,1,999
58,admin.,divorced,high.school,no,unknown,no,Cell,3,999
45,entrepreneur,married,basic.9y,no,no,no,Telephone,2,999
36,blue-collar,divorced,basic.6y,no,yes,no,Cell,1,999
26,management,single,university.degree,no,yes,unknown,Cell,1,999
31,unemployed,divorced,professional.course,no,yes,no,Cell,1,999
51,technician,single,university.degree,no,unknown,no,Telephone,1,999
40,blue-collar,married,basic.9y,no,unknown,no,Cell,2,6
51,admin.,married,high.school,no,yes,no,Cell,2,999
44,admin.,married,university.degree,no,yes,yes,Cell,4,999
35,blue-collar,married,basic.4y,no,unknown,no,Cell,1,999
25,admin.,single,university.degree,no,unknown,no,Cell,4,999
52,services,married,basic.9y,no,yes,unknown,Cell,5,999
46,admin.,married,high.school,no,no,no,Cell,1,999
31,admin.,married,university.degree,no,unknown,no,Cell,7,999
41,services,married,high.school,no,unknown,yes,Telephone,1,999
42,technician,married,professional.course,no,no,no,Cell,2,999
33,management,married,university.degree,no,unknown,no,Cell,1,999
31,technician,single,professional.course,no,yes,no,Cell,1,999
31,management,married,university.degree,no,unknown,no,Telephone,8,999
29,blue-collar,married,professional.course,no,unknown,no,Cell,1,999
39,admin.,married,university.degree,no,unknown,no,Cell,1,999
63,retired,divorced,university.degree,no,unknown,yes,Cell,1,999
34,admin.,married,university.degree,no,unknown,yes,Cell,11,999
37,blue-collar,married,basic.9y,no,unknown,no,Telephone,1,999
44,blue-collar,married,basic.4y,no,unknown,unknown,Cell,1,999
48,technician,married,university.degree,no,unknown,no,Cell,2,999
55,admin.,divorced,high.school,no,yes,no,Telephone,1,999
35,blue-collar,single,basic.9y,no,unknown,no,Cell,5,999
38,admin.,divorced,university.degree,no,unknown,no,Cell,6,999
25,blue-collar,married,basic.9y,no,unknown,no,Cell,1,999
45,admin.,married,high.school,no,unknown,yes,Cell,3,999
51,blue-collar,married,high.school,no,unknown,no,Cell,2,999
41,admin.,single,high.school,no,unknown,no,Cell,2,999
48,unemployed,married,basic.4y,no,yes,no,Cell,3,999
25,technician,married,high.school,no,unknown,no,Telephone,1,999
42,technician,divorced,basic.6y,no,yes,no,Cell,1,999
45,management,married,university.degree,no,unknown,no,Cell,2,999
51,blue-collar,married,basic.9y,no,no,no,Telephone,1,999
33,blue-collar,married,basic.9y,no,unknown,no,Cell,1,999
41,unemployed,married,basic.9y,no,yes,no,Telephone,3,999
34,blue-collar,married,basic.9y,no,yes,yes,Telephone,1,999
34,self-employed,single,university.degree,no,no,unknown,Cell,5,999
50,unemployed,married,basic.4y,no,yes,no,Telephone,1,999
45,entrepreneur,married,basic.9y,no,unknown,no,Telephone,13,999
20,student,single,high.school,no,unknown,yes,Cell,4,999
35,admin.,married,high.school,no,unknown,no,Cell,2,15
39,technician,divorced,professional.course,no,yes,no,Cell,1,999
29,technician,married,professional.course,no,unknown,unknown,Cell,2,999
26,blue-collar,married,basic.4y,no,unknown,no,Telephone,6,999
31,services,single,university.degree,no,no,no,Cell,1,999
47,admin.,married,university.degree,no,unknown,no,Cell,2,999
36,technician,married,professional.course,no,unknown,yes,Cell,1,999
53,blue-collar,married,basic.6y,no,yes,yes,Cell,2,999
32,management,married,university.degree,no,yes,no,Telephone,1,999
33,admin.,single,high.school,no,unknown,no,Cell,1,12
57,admin.,married,university.degree,no,yes,no,Telephone,2,999
51,blue-collar,married,basic.4y,no,yes,yes,Cell,3,999
33,technician,married,professional.course,no,unknown,yes,Cell,3,999
36,technician,married,high.school,no,unknown,no,Cell,2,999
54,blue-collar,divorced,basic.9y,no,unknown,no,Telephone,3,999
33,entrepreneur,married,basic.9y,no,unknown,no,Cell,3,999
48,services,married,high.school,no,no,unknown,Telephone,8,999
41,blue-collar,married,basic.4y,no,unknown,no,Cell,1,999
45,self-employed,married,high.school,no,unknown,no,Cell,1,999
41,blue-collar,married,basic.4y,no,unknown,unknown,Telephone,1,999
31,technician,married,professional.course,no,unknown,no,Telephone,1,999
60,blue-collar,married,basic.4y,no,unknown,no,Telephone,1,999
51,services,divorced,high.school,no,unknown,no,Cell,1,999
30,technician,single,high.school,no,yes,no,Cell,12,999
32,blue-collar,single,basic.4y,no,unknown,no,Cell,2,999
29,technician,single,university.degree,no,unknown,no,Cell,2,999
30,admin.,single,high.school,no,unknown,no,Telephone,1,999
46,blue-collar,married,basic.9y,no,yes,no,Cell,3,999
29,admin.,single,university.degree,no,yes,no,Telephone,3,999
38,admin.,married,basic.9y,no,no,no,Telephone,2,999
33,services,married,high.school,no,no,no,Telephone,4,999
53,technician,married,university.degree,no,no,unknown,Cell,2,999
33,admin.,married,high.school,no,unknown,no,Telephone,2,999
50,technician,married,high.school,no,no,no,Cell,2,999
48,management,married,university.degree,no,unknown,yes,Cell,2,999
37,admin.,married,university.degree,no,yes,no,Cell,1,999
28,blue-collar,married,basic.6y,no,yes,no,Telephone,1,999
29,technician,single,university.degree,no,no,no,Cell,1,999
34,technician,single,professional.course,no,yes,yes,Cell,1,999
33,housemaid,married,basic.4y,no,no,no,Telephone,1,999
59,retired,married,high.school,no,unknown,no,Cell,2,999
25,admin.,single,university.degree,no,no,no,Cell,5,999
32,admin.,single,university.degree,no,unknown,no,Cell,1,999
31,services,married,high.school,no,no,no,Cell,3,999
26,admin.,single,university.degree,no,unknown,unknown,Cell,2,999
44,admin.,single,basic.6y,no,unknown,no,Telephone,7,999
44,admin.,married,high.school,no,yes,no,Cell,1,999
27,admin.,single,high.school,no,unknown,no,Telephone,23,999
46,management,married,high.school,no,unknown,yes,Cell,1,999
55,management,divorced,university.degree,no,unknown,unknown,Cell,3,999
39,blue-collar,single,professional.course,no,no,no,Telephone,2,999
27,admin.,single,university.degree,no,unknown,no,Cell,2,999
42,unemployed,married,basic.6y,no,unknown,no,Telephone,2,999
43,technician,single,professional.course,no,yes,no,Cell,1,999
49,blue-collar,married,basic.6y,no,yes,no,Cell,4,999
32,management,single,professional.course,no,yes,no,Cell,10,999
36,admin.,single,high.school,no,unknown,no,Cell,1,999
34,entrepreneur,married,university.degree,no,yes,no,Cell,2,999
47,blue-collar,divorced,basic.9y,no,unknown,no,Cell,1,999
32,management,married,high.school,no,unknown,no,Cell,6,999
43,blue-collar,divorced,basic.9y,no,unknown,no,Cell,4,999
57,admin.,divorced,university.degree,no,no,no,Cell,3,999
30,technician,married,professional.course,no,unknown,no,Telephone,1,999
35,unemployed,divorced,university.degree,no,unknown,no,Cell,1,999
36,technician,married,professional.course,no,unknown,no,Cell,2,999
46,admin.,divorced,basic.9y,no,yes,no,Telephone,2,999
30,management,single,university.degree,no,unknown,no,Cell,1,999
39,admin.,married,university.degree,no,unknown,no,Cell,3,999
30,technician,married,high.school,no,unknown,no,Cell,3,999
44,blue-collar,single,basic.4y,no,unknown,no,Telephone,2,999
51,entrepreneur,single,university.degree,no,unknown,yes,Cell,2,999
51,blue-collar,married,basic.4y,no,unknown,no,Telephone,2,999
34,blue-collar,married,professional.course,no,unknown,no,Telephone,2,999
36,technician,divorced,professional.course,no,unknown,no,Telephone,2,999
56,admin.,married,university.degree,no,unknown,no,Telephone,1,999
28,unemployed,single,university.degree,no,unknown,yes,Cell,2,999
30,entrepreneur,divorced,basic.6y,no,unknown,unknown,Cell,1,999
51,admin.,married,basic.6y,no,unknown,yes,Cell,6,999
45,entrepreneur,married,basic.4y,no,unknown,no,Telephone,2,999
29,technician,single,university.degree,no,no,no,Cell,1,999
31,technician,married,professional.course,no,yes,no,Cell,1,999
57,blue-collar,married,basic.9y,no,no,no,Cell,1,999
51,blue-collar,married,basic.4y,no,unknown,no,Telephone,4,999
27,technician,single,university.degree,no,unknown,yes,Telephone,1,999
23,technician,single,university.degree,no,unknown,yes,Cell,11,999
33,services,married,high.school,no,unknown,no,Cell,1,999
34,technician,divorced,university.degree,no,yes,unknown,Cell,1,999
37,technician,single,university.degree,no,no,no,Cell,3,1
35,admin.,single,university.degree,no,unknown,no,Telephone,1,999
29,admin.,single,high.school,no,unknown,yes,Cell,1,999
33,technician,single,high.school,no,unknown,no,Cell,1,999
50,unemployed,married,high.school,no,unknown,no,Telephone,2,999
50,technician,married,high.school,no,unknown,yes,Telephone,1,999
36,student,single,university.degree,no,yes,no,Telephone,1,999
52,unemployed,married,basic.4y,no,no,no,Cell,3,999
40,admin.,divorced,university.degree,no,unknown,no,Cell,10,999
32,management,married,high.school,no,unknown,yes,Cell,2,999
40,blue-collar,single,basic.9y,no,yes,yes,Telephone,4,999
36,technician,married,professional.course,no,unknown,no,Cell,1,999
36,services,single,high.school,no,yes,no,Cell,2,999
53,blue-collar,married,basic.9y,no,unknown,yes,Telephone,1,999
46,admin.,single,university.degree,no,unknown,no,Cell,10,999
55,blue-collar,married,basic.4y,no,no,no,Telephone,4,999
45,blue-collar,married,basic.9y,no,unknown,no,Cell,2,999
44,self-employed,married,professional.course,no,yes,no,Telephone,1,999
31,admin.,married,high.school,no,unknown,no,Telephone,1,999
50,technician,married,basic.9y,no,yes,no,Telephone,2,999
37,entrepreneur,married,university.degree,no,unknown,unknown,Cell,4,999
27,blue-collar,married,high.school,no,no,no,Cell,5,999
33,services,married,high.school,no,unknown,yes,Cell,1,999
35,blue-collar,single,basic.9y,no,no,no,Cell,1,999
47,services,single,basic.9y,no,unknown,no,Cell,2,999
71,retired,married,basic.4y,no,unknown,no,Telephone,1,999
42,blue-collar,married,basic.4y,no,no,no,Cell,1,999
33,admin.,married,university.degree,no,no,no,Telephone,5,999
48,blue-collar,divorced,high.school,no,no,yes,Telephone,3,999
25,student,married,university.degree,no,no,yes,Cell,2,999
37,admin.,married,university.degree,no,unknown,no,Telephone,1,999
50,services,divorced,basic.4y,no,unknown,no,Telephone,1,999
39,admin.,married,university.degree,no,yes,no,Cell,1,999
40,blue-collar,married,basic.9y,no,unknown,no,Telephone,3,999
23,student,single,high.school,no,yes,no,Cell,2,999
43,unemployed,married,basic.9y,no,unknown,no,Cell,1,999
41,services,married,high.school,no,no,no,Telephone,1,999
25,services,married,high.school,no,unknown,no,Cell,1,999
39,unemployed,married,university.degree,no,no,unknown,Telephone,1,999
37,blue-collar,married,basic.4y,no,unknown,no,Cell,1,999
27,technician,single,university.degree,no,unknown,no,Cell,1,4
34,technician,single,professional.course,no,yes,no,Cell,1,999
41,admin.,single,high.school,no,no,no,Cell,2,999
34,technician,married,university.degree,no,no,unknown,Telephone,2,999
48,blue-collar,married,basic.6y,no,yes,no,Cell,1,999
33,services,single,high.school,no,unknown,no,Telephone,2,999
36,blue-collar,divorced,basic.9y,no,unknown,no,Telephone,7,999
51,technician,married,professional.course,no,unknown,no,Telephone,2,999
48,entrepreneur,divorced,basic.4y,no,no,no,Telephone,1,999
58,housemaid,married,basic.4y,no,unknown,no,Cell,2,999
27,admin.,single,high.school,no,yes,no,Telephone,2,999
37,management,married,university.degree,no,no,no,Telephone,1,999
45,services,divorced,high.school,no,yes,no,Telephone,2,999
36,self-employed,single,basic.6y,no,unknown,no,Telephone,2,999
25,blue-collar,single,basic.4y,no,yes,yes,Cell,3,999
39,blue-collar,married,basic.6y,no,unknown,yes,Telephone,1,999
34,admin.,single,university.degree,no,unknown,no,Cell,1,999
27,admin.,single,high.school,no,yes,no,Telephone,2,999
39,management,married,university.degree,no,yes,no,Cell,4,999
31,technician,single,university.degree,no,unknown,no,Cell,2,999
